32,0.002111
32,0.002114
32,0.002079
32,0.002157
32,0.002106
64,0.002374
64,0.002372
64,0.002365
64,0.002376
64,0.002363
96,0.002462
96,0.002577
96,0.002473
96,0.002555
96,0.002467
128,0.002545
128,0.002562
128,0.002521
128,0.002542
128,0.002495
160,0.003011
160,0.003029
160,0.002991
160,0.002669
160,0.003001
192,0.002663
192,0.003036
192,0.002999
192,0.003050
192,0.003074
224,0.003114
224,0.003095
224,0.003101
224,0.003077
224,0.003120
256,0.003099
256,0.003122
256,0.003137
256,0.003146
256,0.003144
288,0.002802
288,0.003151
288,0.002746
288,0.003159
288,0.003152
320,0.003255
320,0.003248
320,0.003232
320,0.003243
320,0.003235
352,0.003273
352,0.003314
352,0.003283
352,0.003253
352,0.003293
384,0.003285
384,0.003293
384,0.003296
384,0.003304
384,0.003283
416,0.003304
416,0.003307
416,0.003296
416,0.003320
416,0.003304
448,0.003316
448,0.003325
448,0.003323
448,0.003337
448,0.003346
480,0.003290
480,0.003328
480,0.003322
480,0.003326
480,0.003315
512,0.003352
512,0.003347
512,0.003327
512,0.003355
512,0.003356
