32,0.002300
32,0.002215
32,0.002265
32,0.002225
32,0.002095
64,0.002375
64,0.002345
64,0.002414
64,0.002430
64,0.002315
96,0.002474
96,0.002290
96,0.002370
96,0.002499
96,0.002464
128,0.002559
128,0.002335
128,0.002449
128,0.002360
128,0.002250
160,0.002968
160,0.003003
160,0.002884
160,0.002639
160,0.002940
192,0.002564
192,0.002905
192,0.002933
192,0.003017
192,0.003108
224,0.003017
224,0.002996
224,0.003017
224,0.002968
224,0.003024
256,0.003003
256,0.003059
256,0.003059
256,0.003045
256,0.003185
288,0.003052
288,0.002808
288,0.002864
288,0.003017
288,0.003129
320,0.003073
320,0.003115
320,0.003206
320,0.003206
320,0.002982
352,0.003254
352,0.003241
352,0.003150
352,0.003241
352,0.003373
384,0.003290
384,0.003199
384,0.003255
384,0.003296
384,0.003157
416,0.003241
416,0.003192
416,0.003129
416,0.003268
416,0.003192
448,0.003206
448,0.003178
448,0.003220
448,0.003164
448,0.003080
480,0.003220
480,0.003178
480,0.003213
480,0.003164
480,0.003241
512,0.003234
512,0.003255
512,0.003310
512,0.003338
512,0.003359
