32,0.002032
32,0.002041
32,0.002055
32,0.002069
32,0.002062
64,0.002667
64,0.002692
64,0.002788
64,0.002649
64,0.002639
96,0.003479
96,0.003360
96,0.003446
96,0.003424
96,0.003528
128,0.004553
128,0.004336
128,0.004413
128,0.004546
128,0.004527
160,0.005173
160,0.005089
160,0.005317
160,0.005215
160,0.005208
192,0.006130
192,0.006312
192,0.006616
192,0.006261
192,0.006536
224,0.007314
224,0.007608
224,0.007097
224,0.007198
224,0.007464
256,0.002534
256,0.002542
256,0.002560
256,0.002567
256,0.002548
288,0.002565
288,0.002548
288,0.002598
288,0.002599
288,0.002579
320,0.002587
320,0.002580
320,0.002586
320,0.002577
320,0.002672
352,0.002657
352,0.002599
352,0.002611
352,0.002618
352,0.002618
384,0.002606
384,0.002613
384,0.002632
384,0.002614
384,0.002634
416,0.002657
416,0.002651
416,0.002663
416,0.002628
416,0.002667
448,0.002642
448,0.002659
448,0.002633
448,0.002664
448,0.002649
480,0.002666
480,0.002680
480,0.002652
480,0.002649
480,0.002679
512,0.002640
512,0.002655
512,0.002666
512,0.002680
512,0.002659
